venda_id,produto_key,descricao,quantidade,unidade,preco_unitario,desconto,total
V001719,P013,Telha Fibrocimento 2.44m,48,UN,24.77,0.0,1188.96
V001719,P014,Tinta Latex 18L,34,GL,89.18,242.57,2789.55
V001719,P008,Bloco de Concreto,48,UN,3.79,18.19,163.73
V001719,P028,Impermeabilizante 18L,17,GL,120.24,0.0,2044.08
V001720,P022,Tubo PVC 100mm 6m,2,BR,41.49,0.0,82.98
V001720,P004,Areia Fina 20kg,4,SC,11.18,0.0,44.72
V001720,P003,Areia Media 20kg,3,SC,12.05,0.0,36.15
V001721,P010,Ferro 8mm 12m,15,BR,37.61,16.92,547.23
V001721,P025,Fio Eletrico 2.5mm 100m,10,RL,239.36,0.0,2393.6
V001722,P014,Tinta Latex 18L,12,GL,87.3,0.0,1047.6
V001722,P015,Tinta Acrilica 18L,9,GL,96.96,0.0,872.64
V001722,P003,Areia Media 20kg,13,SC,11.95,4.66,150.69
V001723,P011,Ferro 12mm 12m,18,BR,75.24,0.0,1354.32
V001723,P006,Tijolo Ceramico 9cm,19,UN,1.19,0.0,22.61
V001723,P025,Fio Eletrico 2.5mm 100m,12,RL,242.53,87.31,2823.05
V001724,P027,Tomada 2P+T,1,UN,13.89,0.0,13.89
V001724,P017,Massa Corrida 25kg,5,BD,38.0,0.0,190.0
V001724,P002,Cimento CP-V 50kg,5,SC,38.13,0.0,190.65
V001725,P012,Telha Ceramica,1,UN,3.87,0.0,3.87
V001726,P003,Areia Media 20kg,27,SC,11.83,31.94,287.47
V001726,P019,Rebolo Desbaste 4.5,58,UN,10.6,61.48,553.32
V001726,P015,Tinta Acrilica 18L,36,GL,99.75,0.0,3591.0
V001726,P022,Tubo PVC 100mm 6m,64,BR,41.97,214.89,2471.19
V001726,P002,Cimento CP-V 50kg,70,SC,38.41,0.0,2688.7
V001727,P015,Tinta Acrilica 18L,3,GL,96.33,0.0,288.99
V001727,P008,Bloco de Concreto,1,UN,3.86,0.0,3.86
V001727,P018,Disco de Corte 4.5,4,UN,7.9,0.0,31.6
V001728,P018,Disco de Corte 4.5,94,UN,8.15,61.29,704.81
V001728,P006,Tijolo Ceramico 9cm,10,UN,1.22,0.0,12.2
V001728,P030,Gesso 20kg,80,SC,17.72,0.0,1417.6
V001728,P022,Tubo PVC 100mm 6m,23,BR,42.38,97.47,877.27
V001728,P007,Tijolo Ceramico 6cm,56,UN,0.98,4.39,50.49
V001728,P025,Fio Eletrico 2.5mm 100m,89,RL,239.97,640.72,20716.61
V001728,P019,Rebolo Desbaste 4.5,37,UN,10.54,39.0,350.98
V001728,P009,Ferro 10mm 12m,27,BR,55.17,0.0,1489.59
V001729,P012,Telha Ceramica,61,UN,3.79,0.0,231.19
V001729,P026,Disjuntor 20A,18,UN,28.25,0.0,508.5
V001729,P025,Fio Eletrico 2.5mm 100m,91,RL,241.9,0.0,22012.9
V001729,P014,Tinta Latex 18L,78,GL,89.6,0.0,6988.8
V001729,P007,Tijolo Ceramico 6cm,34,UN,0.98,0.0,33.32
V001729,P015,Tinta Acrilica 18L,19,GL,96.51,0.0,1833.69
V001729,P009,Ferro 10mm 12m,56,BR,54.24,0.0,3037.44
V001729,P016,Rejunte 5kg,10,PCT,13.25,0.0,132.5
V001730,P014,Tinta Latex 18L,11,GL,87.24,0.0,959.64
V001730,P015,Tinta Acrilica 18L,6,GL,97.1,0.0,582.6
V001730,P009,Ferro 10mm 12m,15,BR,54.26,0.0,813.9
V001730,P016,Rejunte 5kg,2,PCT,12.96,0.0,25.92
V001730,P011,Ferro 12mm 12m,4,BR,73.58,0.0,294.32
V001731,P029,Argamassa AC-II 20kg,6,SC,25.74,0.0,154.44
V001731,P016,Rejunte 5kg,5,PCT,12.85,0.0,64.25
V001731,P021,Mangueira 1/2 50m,4,RL,66.03,0.0,264.12
V001732,P008,Bloco de Concreto,5,UN,3.78,0.0,18.9
V001732,P014,Tinta Latex 18L,8,GL,90.65,0.0,725.2
V001733,P020,Broca de Concreto 10mm,16,UN,13.83,0.0,221.28
V001733,P002,Cimento CP-V 50kg,72,SC,37.39,0.0,2692.08
V001733,P028,Impermeabilizante 18L,14,GL,120.28,0.0,1683.92
V001734,P010,Ferro 8mm 12m,2,BR,37.54,0.0,75.08
V001734,P014,Tinta Latex 18L,4,GL,88.93,0.0,355.72
V001734,P015,Tinta Acrilica 18L,1,GL,98.54,0.0,98.54
V001735,P024,Joelho PVC 100mm,23,UN,7.03,12.94,148.75
V001735,P018,Disco de Corte 4.5,11,UN,8.09,0.0,88.99
V001735,P009,Ferro 10mm 12m,44,BR,54.28,119.42,2268.9
V001735,P008,Bloco de Concreto,34,UN,3.73,0.0,126.82
V001736,P017,Massa Corrida 25kg,85,BD,38.17,0.0,3244.45
V001736,P014,Tinta Latex 18L,31,GL,87.73,0.0,2719.63
V001736,P009,Ferro 10mm 12m,26,BR,55.4,0.0,1440.4
V001737,P023,Tubo PVC 50mm 6m,8,BR,27.66,0.0,221.28
V001737,P015,Tinta Acrilica 18L,17,GL,99.17,0.0,1685.89
V001738,P022,Tubo PVC 100mm 6m,13,BR,41.58,0.0,540.54
V001738,P016,Rejunte 5kg,16,PCT,13.04,0.0,208.64
V001739,P008,Bloco de Concreto,3,UN,3.84,0.0,11.52
V001739,P017,Massa Corrida 25kg,9,BD,38.57,0.0,347.13
V001739,P022,Tubo PVC 100mm 6m,7,BR,41.23,0.0,288.61
V001740,P016,Rejunte 5kg,10,PCT,13.03,0.0,130.3
V001740,P029,Argamassa AC-II 20kg,4,SC,26.16,5.23,99.41
V001740,P003,Areia Media 20kg,8,SC,11.83,0.0,94.64
V001741,P013,Telha Fibrocimento 2.44m,2,UN,25.41,0.0,50.82
V001741,P024,Joelho PVC 100mm,2,UN,7.06,0.0,14.12
V001742,P006,Tijolo Ceramico 9cm,48,UN,1.21,0.0,58.08
V001742,P030,Gesso 20kg,25,SC,18.19,0.0,454.75
V001742,P019,Rebolo Desbaste 4.5,61,UN,10.36,50.56,581.4
V001742,P001,Cimento CP-II 50kg,95,SC,34.97,0.0,3322.15
V001742,P014,Tinta Latex 18L,62,GL,88.2,546.84,4921.56
V001742,P008,Bloco de Concreto,86,UN,3.81,0.0,327.66
V001742,P022,Tubo PVC 100mm 6m,92,BR,42.72,0.0,3930.24
V001743,P007,Tijolo Ceramico 6cm,80,UN,1.0,6.4,73.6
V001743,P012,Telha Ceramica,57,UN,3.79,6.48,209.55
V001743,P003,Areia Media 20kg,15,SC,12.16,14.59,167.81
V001743,P002,Cimento CP-V 50kg,87,SC,38.2,166.17,3157.23
V001743,P018,Disco de Corte 4.5,77,UN,8.06,0.0,620.62
V001743,P014,Tinta Latex 18L,17,GL,90.53,0.0,1539.01
V001743,P022,Tubo PVC 100mm 6m,58,BR,42.26,122.55,2328.53
V001744,P010,Ferro 8mm 12m,76,BR,38.75,0.0,2945.0
V001744,P030,Gesso 20kg,45,SC,18.15,0.0,816.75
V001744,P008,Bloco de Concreto,37,UN,3.74,13.84,124.54
V001744,P009,Ferro 10mm 12m,52,BR,55.13,0.0,2866.76
V001744,P018,Disco de Corte 4.5,46,UN,8.11,0.0,373.06
V001744,P007,Tijolo Ceramico 6cm,47,UN,1.02,0.0,47.94
V001745,P004,Areia Fina 20kg,3,SC,11.0,0.0,33.0
V001745,P010,Ferro 8mm 12m,19,BR,38.25,0.0,726.75
V001745,P019,Rebolo Desbaste 4.5,5,UN,10.64,2.66,50.54
V001745,P022,Tubo PVC 100mm 6m,10,BR,41.74,0.0,417.4
V001746,P020,Broca de Concreto 10mm,38,UN,14.18,0.0,538.84
V001746,P024,Joelho PVC 100mm,79,UN,6.86,0.0,541.94
V001746,P003,Areia Media 20kg,97,SC,11.93,34.72,1122.49
V001747,P022,Tubo PVC 100mm 6m,42,BR,41.81,0.0,1756.02
V001747,P023,Tubo PVC 50mm 6m,89,BR,27.54,122.55,2328.51
V001747,P026,Disjuntor 20A,34,UN,27.54,0.0,936.36
V001747,P028,Impermeabilizante 18L,80,GL,120.2,0.0,9616.0
V001748,P022,Tubo PVC 100mm 6m,24,BR,41.32,0.0,991.68
V001748,P023,Tubo PVC 50mm 6m,27,BR,27.66,22.4,724.42
V001748,P020,Broca de Concreto 10mm,12,UN,14.13,5.09,164.47
V001748,P016,Rejunte 5kg,56,PCT,12.99,0.0,727.44
V001748,P029,Argamassa AC-II 20kg,94,SC,26.49,0.0,2490.06
V001748,P027,Tomada 2P+T,16,UN,14.08,22.53,202.75
V001749,P026,Disjuntor 20A,3,UN,28.21,0.0,84.63
V001750,P008,Bloco de Concreto,19,UN,3.83,0.0,72.77
V001750,P028,Impermeabilizante 18L,11,GL,118.38,0.0,1302.18
V001750,P014,Tinta Latex 18L,11,GL,87.4,0.0,961.4
V001750,P012,Telha Ceramica,4,UN,3.85,0.0,15.4
V001750,P019,Rebolo Desbaste 4.5,8,UN,10.43,0.0,83.44
V001751,P004,Areia Fina 20kg,5,SC,11.14,0.0,55.7
V001751,P009,Ferro 10mm 12m,20,BR,54.89,0.0,1097.8
V001751,P030,Gesso 20kg,2,SC,17.9,0.0,35.8
V001752,P014,Tinta Latex 18L,2,GL,88.59,0.0,177.18
V001752,P017,Massa Corrida 25kg,10,BD,37.5,0.0,375.0
V001753,P017,Massa Corrida 25kg,19,BD,37.56,0.0,713.64
V001753,P002,Cimento CP-V 50kg,8,SC,38.31,0.0,306.48
V001753,P029,Argamassa AC-II 20kg,11,SC,26.23,0.0,288.53
V001753,P026,Disjuntor 20A,7,UN,28.22,0.0,197.54
V001753,P001,Cimento CP-II 50kg,6,SC,35.55,0.0,213.3
V001754,P011,Ferro 12mm 12m,2,BR,74.39,0.0,148.78
V001754,P007,Tijolo Ceramico 6cm,5,UN,0.99,0.0,4.95
V001754,P029,Argamassa AC-II 20kg,4,SC,25.6,0.0,102.4
V001755,P001,Cimento CP-II 50kg,2,SC,35.01,0.0,70.02
V001755,P024,Joelho PVC 100mm,1,UN,7.0,0.0,7.0
V001755,P013,Telha Fibrocimento 2.44m,5,UN,24.56,0.0,122.8
V001756,P022,Tubo PVC 100mm 6m,64,BR,42.52,81.64,2639.64
V001756,P024,Joelho PVC 100mm,30,UN,6.95,6.25,202.25
V001756,P017,Massa Corrida 25kg,74,BD,37.28,0.0,2758.72
V001756,P018,Disco de Corte 4.5,42,UN,7.89,0.0,331.38
V001756,P029,Argamassa AC-II 20kg,95,SC,25.75,195.7,2250.55
V001756,P010,Ferro 8mm 12m,97,BR,37.57,0.0,3644.29
V001756,P014,Tinta Latex 18L,82,GL,89.28,732.1,6588.86
V001757,P007,Tijolo Ceramico 6cm,32,UN,1.01,0.97,31.35
V001757,P024,Joelho PVC 100mm,53,UN,7.1,0.0,376.3
V001757,P010,Ferro 8mm 12m,99,BR,38.33,189.73,3604.94
V001757,P017,Massa Corrida 25kg,71,BD,37.44,0.0,2658.24
V001757,P005,Brita 1 20kg,13,SC,15.07,0.0,195.91
V001757,P014,Tinta Latex 18L,18,GL,87.81,0.0,1580.58
V001757,P009,Ferro 10mm 12m,69,BR,55.29,190.75,3624.26
V001757,P011,Ferro 12mm 12m,40,BR,73.54,0.0,2941.6
V001758,P014,Tinta Latex 18L,1,GL,88.41,0.0,88.41
V001758,P017,Massa Corrida 25kg,4,BD,37.3,0.0,149.2
V001759,P026,Disjuntor 20A,65,UN,28.37,0.0,1844.05
V001759,P001,Cimento CP-II 50kg,26,SC,34.91,90.77,816.89
V001759,P004,Areia Fina 20kg,47,SC,11.01,0.0,517.47
V001759,P030,Gesso 20kg,97,SC,17.89,173.53,1561.8
V001759,P024,Joelho PVC 100mm,79,UN,7.03,44.43,510.94
V001760,P005,Brita 1 20kg,14,SC,14.9,0.0,208.6
V001760,P024,Joelho PVC 100mm,9,UN,7.03,0.0,63.27
V001760,P019,Rebolo Desbaste 4.5,6,UN,10.47,0.0,62.82
V001760,P029,Argamassa AC-II 20kg,4,SC,26.26,0.0,105.04
V001761,P015,Tinta Acrilica 18L,4,GL,96.86,0.0,387.44
V001762,P008,Bloco de Concreto,14,UN,3.85,0.0,53.9
V001762,P016,Rejunte 5kg,16,PCT,12.84,0.0,205.44
V001762,P002,Cimento CP-V 50kg,7,SC,37.93,0.0,265.51
V001762,P029,Argamassa AC-II 20kg,17,SC,26.36,0.0,448.12
V001763,P007,Tijolo Ceramico 6cm,50,UN,0.99,0.0,49.5
V001763,P029,Argamassa AC-II 20kg,63,SC,26.52,83.54,1587.22
V001763,P004,Areia Fina 20kg,71,SC,11.03,0.0,783.13
V001763,P016,Rejunte 5kg,44,PCT,12.85,28.27,537.13
V001763,P026,Disjuntor 20A,63,UN,27.49,0.0,1731.87
V001763,P027,Tomada 2P+T,59,UN,14.25,42.04,798.71
V001764,P015,Tinta Acrilica 18L,3,GL,98.64,0.0,295.92
V001764,P001,Cimento CP-II 50kg,18,SC,35.07,0.0,631.26
V001764,P004,Areia Fina 20kg,9,SC,10.96,0.0,98.64
V001765,P014,Tinta Latex 18L,57,GL,88.73,252.88,4804.73
V001765,P017,Massa Corrida 25kg,100,BD,38.65,0.0,3865.0
V001765,P018,Disco de Corte 4.5,21,UN,7.93,0.0,166.53
V001765,P007,Tijolo Ceramico 6cm,10,UN,1.02,0.0,10.2
V001765,P015,Tinta Acrilica 18L,53,GL,96.36,0.0,5107.08
V001765,P025,Fio Eletrico 2.5mm 100m,68,RL,243.88,1658.38,14925.46
V001765,P020,Broca de Concreto 10mm,88,UN,14.18,99.83,1148.01
V001765,P024,Joelho PVC 100mm,33,UN,6.96,6.89,222.79
V001766,P025,Fio Eletrico 2.5mm 100m,17,RL,241.25,0.0,4101.25
V001766,P005,Brita 1 20kg,89,SC,14.76,39.41,1274.23
V001766,P030,Gesso 20kg,28,SC,17.78,39.83,458.01
V001766,P008,Bloco de Concreto,23,UN,3.82,0.0,87.86
V001767,P002,Cimento CP-V 50kg,8,SC,37.9,0.0,303.2
V001767,P016,Rejunte 5kg,19,PCT,13.0,0.0,247.0
V001767,P009,Ferro 10mm 12m,18,BR,54.18,0.0,975.24
V001767,P027,Tomada 2P+T,13,UN,13.84,0.0,179.92
V001768,P011,Ferro 12mm 12m,15,BR,75.12,0.0,1126.8
V001768,P028,Impermeabilizante 18L,12,GL,117.69,70.61,1341.67
V001768,P001,Cimento CP-II 50kg,6,SC,35.27,0.0,211.62
V001769,P022,Tubo PVC 100mm 6m,3,BR,42.17,0.0,126.51
V001769,P024,Joelho PVC 100mm,2,UN,7.06,0.0,14.12
V001769,P029,Argamassa AC-II 20kg,5,SC,25.54,0.0,127.7
V001770,P029,Argamassa AC-II 20kg,80,SC,26.06,0.0,2084.8
V001770,P008,Bloco de Concreto,65,UN,3.77,0.0,245.05
V001770,P016,Rejunte 5kg,71,PCT,12.78,0.0,907.38
V001770,P020,Broca de Concreto 10mm,67,UN,14.27,0.0,956.09
V001770,P004,Areia Fina 20kg,29,SC,11.15,0.0,323.35
V001771,P006,Tijolo Ceramico 9cm,19,UN,1.2,0.0,22.8
V001771,P028,Impermeabilizante 18L,3,GL,122.3,0.0,366.9
V001772,P012,Telha Ceramica,7,UN,3.77,0.0,26.39
V001772,P013,Telha Fibrocimento 2.44m,13,UN,25.42,0.0,330.46
V001772,P022,Tubo PVC 100mm 6m,10,BR,41.3,20.65,392.35
V001772,P009,Ferro 10mm 12m,12,BR,54.71,0.0,656.52
V001773,P010,Ferro 8mm 12m,14,BR,37.71,15.84,512.1
V001773,P014,Tinta Latex 18L,2,GL,90.16,0.0,180.32
V001773,P013,Telha Fibrocimento 2.44m,15,UN,24.75,0.0,371.25
V001774,P024,Joelho PVC 100mm,19,UN,7.11,0.0,135.09
V001774,P015,Tinta Acrilica 18L,15,GL,96.06,0.0,1440.9
V001775,P010,Ferro 8mm 12m,35,BR,37.25,130.38,1173.37
V001775,P015,Tinta Acrilica 18L,43,GL,97.5,125.77,4066.73
V001775,P012,Telha Ceramica,36,UN,3.85,11.09,127.51
V001775,P007,Tijolo Ceramico 6cm,34,UN,1.0,0.0,34.0
V001775,P009,Ferro 10mm 12m,95,BR,54.16,0.0,5145.2
V001775,P022,Tubo PVC 100mm 6m,84,BR,42.75,287.28,3303.72
V001776,P025,Fio Eletrico 2.5mm 100m,87,RL,240.92,0.0,20960.04
V001776,P010,Ferro 8mm 12m,53,BR,37.44,0.0,1984.32
V001776,P024,Joelho PVC 100mm,77,UN,6.93,0.0,533.61
V001776,P002,Cimento CP-V 50kg,48,SC,38.5,0.0,1848.0
V001777,P016,Rejunte 5kg,83,PCT,12.95,32.25,1042.6
V001777,P009,Ferro 10mm 12m,65,BR,54.12,281.42,3236.38
V001777,P030,Gesso 20kg,23,SC,17.85,0.0,410.55
V001778,P025,Fio Eletrico 2.5mm 100m,81,RL,244.37,0.0,19793.97
V001778,P018,Disco de Corte 4.5,40,UN,7.93,31.72,285.48
V001778,P009,Ferro 10mm 12m,78,BR,56.05,437.19,3934.71
V001779,P022,Tubo PVC 100mm 6m,6,BR,41.31,0.0,247.86
V001779,P023,Tubo PVC 50mm 6m,9,BR,27.46,0.0,247.14
V001779,P009,Ferro 10mm 12m,9,BR,54.95,0.0,494.55
V001780,P019,Rebolo Desbaste 4.5,14,UN,10.48,0.0,146.72
V001780,P028,Impermeabilizante 18L,4,GL,119.09,0.0,476.36
V001780,P008,Bloco de Concreto,13,UN,3.79,0.99,48.28
V001781,P018,Disco de Corte 4.5,3,UN,8.11,0.0,24.33
V001781,P013,Telha Fibrocimento 2.44m,10,UN,24.75,0.0,247.5
V001781,P030,Gesso 20kg,7,SC,18.16,0.0,127.12
V001782,P027,Tomada 2P+T,8,UN,14.06,0.0,112.48
V001782,P022,Tubo PVC 100mm 6m,4,BR,42.61,0.0,170.44
V001783,P016,Rejunte 5kg,30,PCT,12.93,11.64,376.26
V001783,P030,Gesso 20kg,45,SC,17.89,40.25,764.8
V001783,P023,Tubo PVC 50mm 6m,37,BR,27.76,30.81,996.31
V001783,P007,Tijolo Ceramico 6cm,91,UN,0.99,9.01,81.08
V001783,P012,Telha Ceramica,88,UN,3.86,0.0,339.68
V001783,P013,Telha Fibrocimento 2.44m,72,UN,24.77,0.0,1783.44
V001783,P005,Brita 1 20kg,75,SC,14.94,33.62,1086.88
V001783,P017,Massa Corrida 25kg,26,BD,37.68,29.39,950.29
V001784,P017,Massa Corrida 25kg,5,BD,37.72,0.0,188.6
V001784,P008,Bloco de Concreto,8,UN,3.78,0.0,30.24
V001784,P014,Tinta Latex 18L,12,GL,88.15,0.0,1057.8
V001785,P028,Impermeabilizante 18L,1,GL,120.86,0.0,120.86
V001786,P017,Massa Corrida 25kg,66,BD,37.53,0.0,2476.98
V001786,P011,Ferro 12mm 12m,61,BR,74.67,0.0,4554.87
V001786,P007,Tijolo Ceramico 6cm,74,UN,1.01,7.47,67.27
V001787,P008,Bloco de Concreto,12,UN,3.79,0.0,45.48
V001787,P022,Tubo PVC 100mm 6m,10,BR,42.06,0.0,420.6
V001787,P014,Tinta Latex 18L,20,GL,87.33,52.4,1694.2
V001787,P024,Joelho PVC 100mm,7,UN,6.87,0.96,47.13
V001787,P030,Gesso 20kg,2,SC,17.81,0.71,34.91
V001788,P027,Tomada 2P+T,72,UN,13.99,80.58,926.7
V001788,P001,Cimento CP-II 50kg,59,SC,34.81,0.0,2053.79
V001788,P019,Rebolo Desbaste 4.5,83,UN,10.44,43.33,823.19
V001788,P022,Tubo PVC 100mm 6m,65,BR,42.45,0.0,2759.25
V001788,P010,Ferro 8mm 12m,86,BR,38.74,0.0,3331.64
V001788,P018,Disco de Corte 4.5,73,UN,8.06,0.0,588.38
V001789,P007,Tijolo Ceramico 6cm,3,UN,1.02,0.0,3.06
V001789,P025,Fio Eletrico 2.5mm 100m,2,RL,237.66,0.0,475.32
V001790,P029,Argamassa AC-II 20kg,18,SC,25.66,0.0,461.88
V001790,P012,Telha Ceramica,12,UN,3.86,0.93,45.39
V001790,P028,Impermeabilizante 18L,9,GL,121.86,0.0,1096.74
V001791,P028,Impermeabilizante 18L,1,GL,118.17,0.0,118.17
V001792,P003,Areia Media 20kg,12,SC,12.18,0.0,146.16
V001792,P001,Cimento CP-II 50kg,14,SC,34.73,0.0,486.22
V001792,P004,Areia Fina 20kg,12,SC,10.83,0.0,129.96
V001793,P027,Tomada 2P+T,10,UN,13.82,0.0,138.2
V001793,P009,Ferro 10mm 12m,76,BR,55.34,0.0,4205.84
V001793,P003,Areia Media 20kg,53,SC,11.84,0.0,627.52
V001793,P023,Tubo PVC 50mm 6m,66,BR,28.08,92.66,1760.62
V001793,P012,Telha Ceramica,41,UN,3.85,0.0,157.85
V001794,P013,Telha Fibrocimento 2.44m,46,UN,25.16,115.74,1041.62
V001794,P027,Tomada 2P+T,100,UN,14.14,70.7,1343.3
V001794,P002,Cimento CP-V 50kg,19,SC,37.76,0.0,717.44
V001794,P021,Mangueira 1/2 50m,16,RL,66.07,84.57,972.55
V001794,P008,Bloco de Concreto,20,UN,3.77,7.54,67.86
V001794,P025,Fio Eletrico 2.5mm 100m,68,RL,242.31,1318.17,15158.91
V001794,P018,Disco de Corte 4.5,27,UN,7.93,0.0,214.11
V001795,P014,Tinta Latex 18L,4,GL,88.42,0.0,353.68
V001795,P017,Massa Corrida 25kg,17,BD,38.12,0.0,648.04
V001796,P005,Brita 1 20kg,26,SC,14.8,0.0,384.8
V001796,P013,Telha Fibrocimento 2.44m,50,UN,24.69,0.0,1234.5
V001796,P020,Broca de Concreto 10mm,88,UN,14.21,0.0,1250.48
V001797,P023,Tubo PVC 50mm 6m,18,BR,27.97,0.0,503.46
V001797,P002,Cimento CP-V 50kg,2,SC,37.64,1.51,73.77
V001797,P029,Argamassa AC-II 20kg,13,SC,25.97,10.13,327.48
V001797,P030,Gesso 20kg,14,SC,17.98,0.0,251.72
V001797,P005,Brita 1 20kg,2,SC,14.94,0.6,29.28
V001798,P021,Mangueira 1/2 50m,18,RL,64.69,0.0,1164.42
V001798,P011,Ferro 12mm 12m,19,BR,75.97,72.17,1371.26
V001798,P020,Broca de Concreto 10mm,70,UN,14.25,0.0,997.5
V001798,P010,Ferro 8mm 12m,22,BR,37.8,0.0,831.6
V001798,P001,Cimento CP-II 50kg,85,SC,34.51,0.0,2933.35
V001798,P029,Argamassa AC-II 20kg,50,SC,25.7,0.0,1285.0
V001798,P005,Brita 1 20kg,20,SC,14.77,0.0,295.4
V001798,P024,Joelho PVC 100mm,60,UN,7.12,0.0,427.2
V001799,P024,Joelho PVC 100mm,59,UN,7.02,0.0,414.18
V001799,P002,Cimento CP-V 50kg,94,SC,37.93,0.0,3565.42
V001799,P027,Tomada 2P+T,94,UN,13.84,0.0,1300.96
V001799,P006,Tijolo Ceramico 9cm,66,UN,1.22,0.0,80.52
V001800,P022,Tubo PVC 100mm 6m,5,BR,42.1,0.0,210.5
V001800,P029,Argamassa AC-II 20kg,4,SC,25.63,0.0,102.52
V001800,P015,Tinta Acrilica 18L,3,GL,99.47,0.0,298.41
V001801,P025,Fio Eletrico 2.5mm 100m,60,RL,235.41,1412.46,12712.14
V001801,P030,Gesso 20kg,42,SC,17.91,75.22,677.0
V001801,P022,Tubo PVC 100mm 6m,91,BR,41.59,0.0,3784.69
V001801,P015,Tinta Acrilica 18L,42,GL,96.25,0.0,4042.5
V001802,P016,Rejunte 5kg,81,PCT,13.26,0.0,1074.06
V001802,P030,Gesso 20kg,82,SC,17.82,146.12,1315.12
V001802,P029,Argamassa AC-II 20kg,67,SC,25.76,172.59,1553.33
V001802,P009,Ferro 10mm 12m,83,BR,54.14,449.36,4044.26
V001803,P022,Tubo PVC 100mm 6m,38,BR,41.28,0.0,1568.64
V001803,P024,Joelho PVC 100mm,33,UN,6.86,0.0,226.38
V001803,P018,Disco de Corte 4.5,24,UN,8.0,0.0,192.0
V001803,P010,Ferro 8mm 12m,43,BR,37.7,0.0,1621.1
V001803,P001,Cimento CP-II 50kg,88,SC,34.58,0.0,3043.04
V001803,P019,Rebolo Desbaste 4.5,55,UN,10.56,46.46,534.34
V001804,P008,Bloco de Concreto,18,UN,3.81,0.0,68.58
V001804,P002,Cimento CP-V 50kg,20,SC,37.86,15.14,742.06
V001805,P026,Disjuntor 20A,3,UN,27.81,0.0,83.43
V001805,P023,Tubo PVC 50mm 6m,7,BR,27.79,0.0,194.53
V001806,P001,Cimento CP-II 50kg,13,SC,34.68,0.0,450.84
V001806,P026,Disjuntor 20A,9,UN,28.2,7.61,246.19
V001806,P017,Massa Corrida 25kg,18,BD,37.36,0.0,672.48
V001806,P021,Mangueira 1/2 50m,14,RL,64.04,0.0,896.56
V001806,P030,Gesso 20kg,11,SC,18.26,0.0,200.86
V001807,P013,Telha Fibrocimento 2.44m,5,UN,24.67,0.0,123.35
V001808,P020,Broca de Concreto 10mm,19,UN,14.23,0.0,270.37
V001808,P009,Ferro 10mm 12m,18,BR,55.19,0.0,993.42
V001808,P012,Telha Ceramica,17,UN,3.8,0.0,64.6
V001808,P015,Tinta Acrilica 18L,13,GL,99.39,0.0,1292.07
V001808,P005,Brita 1 20kg,11,SC,14.93,0.0,164.23
V001809,P011,Ferro 12mm 12m,61,BR,75.94,231.62,4400.72
V001809,P022,Tubo PVC 100mm 6m,78,BR,42.08,0.0,3282.24
V001809,P020,Broca de Concreto 10mm,25,UN,13.96,0.0,349.0
V001809,P028,Impermeabilizante 18L,51,GL,120.49,0.0,6144.99
V001809,P006,Tijolo Ceramico 9cm,79,UN,1.21,0.0,95.59
V001809,P003,Areia Media 20kg,83,SC,11.79,78.29,900.28
V001809,P023,Tubo PVC 50mm 6m,41,BR,28.32,58.06,1103.06
V001809,P010,Ferro 8mm 12m,39,BR,38.14,0.0,1487.46
V001810,P021,Mangueira 1/2 50m,71,RL,66.19,375.96,4323.53
V001810,P014,Tinta Latex 18L,65,GL,90.65,471.38,5420.87
V001810,P003,Areia Media 20kg,54,SC,12.03,51.97,597.65
V001811,P004,Areia Fina 20kg,47,SC,11.14,0.0,523.58
V001811,P019,Rebolo Desbaste 4.5,20,UN,10.59,21.18,190.62
V001811,P001,Cimento CP-II 50kg,63,SC,35.51,0.0,2237.13
V001811,P005,Brita 1 20kg,77,SC,14.99,0.0,1154.23
V001812,P004,Areia Fina 20kg,18,SC,11.16,0.0,200.88
V001812,P016,Rejunte 5kg,11,PCT,13.2,0.0,145.2
V001812,P029,Argamassa AC-II 20kg,9,SC,25.98,0.0,233.82
V001812,P019,Rebolo Desbaste 4.5,13,UN,10.56,0.0,137.28
V001812,P005,Brita 1 20kg,18,SC,14.71,0.0,264.78
V001813,P018,Disco de Corte 4.5,86,UN,8.12,0.0,698.32
V001813,P021,Mangueira 1/2 50m,86,RL,65.68,0.0,5648.48
V001813,P016,Rejunte 5kg,55,PCT,13.03,0.0,716.65
V001813,P002,Cimento CP-V 50kg,42,SC,38.51,129.39,1488.03
V001813,P015,Tinta Acrilica 18L,45,GL,98.74,0.0,4443.3
V001813,P025,Fio Eletrico 2.5mm 100m,53,RL,236.09,0.0,12512.77
V001813,P029,Argamassa AC-II 20kg,77,SC,26.09,60.27,1948.66
V001814,P029,Argamassa AC-II 20kg,8,SC,25.57,0.0,204.56
V001814,P018,Disco de Corte 4.5,11,UN,8.05,0.0,88.55
V001814,P017,Massa Corrida 25kg,2,BD,38.71,0.0,77.42
V001814,P014,Tinta Latex 18L,7,GL,89.95,0.0,629.65
V001815,P024,Joelho PVC 100mm,1,UN,7.01,0.0,7.01
V001815,P022,Tubo PVC 100mm 6m,1,BR,41.93,0.0,41.93
V001816,P014,Tinta Latex 18L,47,GL,90.28,0.0,4243.16
V001816,P013,Telha Fibrocimento 2.44m,58,UN,25.22,0.0,1462.76
V001816,P026,Disjuntor 20A,10,UN,27.52,8.26,266.94
