id,data,cliente,vendedor,total,desconto,status,canal
V001481,2023-11-21 07:56:00,CLI0032,VEN04,73.47,0.0,concluida,balcao
V001482,2023-11-21 18:53:00,CLI0041,VEN02,1531.12,0.0,concluida,telefone
V001483,2023-11-21 15:12:00,CLI0090,VEN01,2848.29,0.0,concluida,balcao
V001484,2023-11-21 10:36:00,CLI0108,VEN01,7031.28,0.0,concluida,balcao
V001485,2023-11-21 13:29:00,CLI0111,VEN02,435.87,0.0,concluida,balcao
V001486,2023-11-21 15:28:00,CLI0135,VEN01,213.1,0.0,concluida,balcao
V001487,2023-11-22 11:45:00,CLI0023,VEN03,5215.95,304.72,concluida,balcao
V001488,2023-11-22 10:52:00,CLI0029,VEN03,1203.42,0.0,concluida,telefone
V001489,2023-11-22 18:25:00,CLI0103,VEN04,1279.03,70.19,concluida,balcao
V001490,2023-11-22 07:39:00,CLI0111,VEN03,2239.88,12.76,concluida,balcao
V001491,2023-11-22 11:34:00,CLI0120,VEN03,1068.64,0.0,concluida,balcao
V001492,2023-11-22 09:57:00,CLI0142,VEN03,3672.54,0.0,concluida,balcao
V001493,2023-11-23 08:37:00,CLI0117,VEN01,5702.81,190.97,concluida,balcao
V001494,2023-11-23 09:18:00,CLI0129,VEN01,11386.89,638.47,concluida,telefone
V001495,2023-11-23 18:10:00,CLI0149,VEN03,11480.64,619.65,concluida,balcao
V001496,2023-11-24 10:19:00,CLI0009,VEN02,389.6,15.55,concluida,balcao
V001497,2023-11-24 18:16:00,CLI0023,VEN02,30204.47,454.15,concluida,balcao
V001498,2023-11-24 10:58:00,CLI0048,VEN04,3.6,0.0,concluida,telefone
V001499,2023-11-24 15:50:00,CLI0080,VEN03,791.85,0.0,concluida,balcao
V001500,2023-11-24 11:26:00,CLI0085,VEN04,330.84,0.0,concluida,telefone
V001501,2023-11-24 13:55:00,CLI0127,VEN04,1258.98,0.0,concluida,balcao
V001502,2023-11-24 07:28:00,CLI0130,VEN03,4226.42,30.67,concluida,telefone
V001503,2023-11-24 15:55:00,CLI0132,VEN04,4.76,0.0,concluida,telefone
V001504,2023-11-25 11:11:00,CLI0123,VEN04,628.88,0.0,concluida,telefone
V001505,2023-11-27 16:39:00,CLI0025,VEN03,19.35,0.0,concluida,balcao
V001506,2023-11-27 15:02:00,CLI0028,VEN01,3326.04,2.56,concluida,telefone
V001507,2023-11-27 07:16:00,CLI0098,VEN01,369.75,0.0,concluida,balcao
V001508,2023-11-27 17:26:00,CLI0115,VEN02,19397.98,1657.81,concluida,balcao
V001509,2023-11-28 14:41:00,CLI0019,VEN01,295.23,0.0,concluida,balcao
V001510,2023-11-28 16:49:00,CLI0020,VEN01,9212.54,240.73,concluida,telefone
V001511,2023-11-28 07:29:00,CLI0024,VEN01,243.08,0.0,concluida,balcao
V001512,2023-11-28 12:09:00,CLI0073,VEN04,325.98,0.0,concluida,balcao
V001513,2023-11-28 12:56:00,CLI0077,VEN03,168.19,0.0,concluida,balcao
V001514,2023-11-28 08:38:00,CLI0084,VEN04,6041.63,37.84,concluida,balcao
V001515,2023-11-28 09:15:00,CLI0096,VEN02,9113.75,282.16,concluida,balcao
V001516,2023-11-29 18:04:00,CLI0038,VEN04,1044.5,0.0,concluida,balcao
V001517,2023-11-29 15:30:00,CLI0092,VEN04,9579.26,276.13,concluida,balcao
V001518,2023-11-29 15:49:00,CLI0108,VEN01,5163.86,0.69,concluida,balcao
V001519,2023-11-29 18:08:00,CLI0109,VEN02,2603.82,0.0,concluida,balcao
V001520,2023-11-29 15:37:00,CLI0127,VEN04,190.8,0.0,concluida,balcao
V001521,2023-11-30 11:12:00,CLI0036,VEN02,913.64,0.0,concluida,balcao
V001522,2023-11-30 13:52:00,CLI0043,VEN02,3991.72,0.0,concluida,balcao
V001523,2023-11-30 08:00:00,CLI0071,VEN04,21198.42,0.0,concluida,balcao
V001524,2023-11-30 14:51:00,CLI0081,VEN03,3264.78,47.88,concluida,balcao
V001525,2023-11-30 12:20:00,CLI0088,VEN02,334.06,0.0,concluida,telefone
V001526,2023-11-30 16:21:00,CLI0092,VEN04,18344.61,436.49,concluida,balcao
V001527,2023-11-30 17:26:00,CLI0147,VEN02,13637.63,49.55,concluida,telefone
V001528,2023-11-30 13:48:00,CLI0149,VEN03,12183.48,387.11,concluida,balcao
V001529,2023-12-01 11:59:00,CLI0056,VEN02,76.64,0.0,concluida,balcao
V001530,2023-12-02 17:06:00,CLI0021,VEN02,57.15,0.0,concluida,balcao
V001531,2023-12-02 16:18:00,CLI0033,VEN01,1145.23,0.0,concluida,balcao
V001532,2023-12-02 12:32:00,CLI0096,VEN02,11024.02,189.8,concluida,balcao
V001533,2023-12-03 08:14:00,CLI0040,VEN03,1979.73,60.2,concluida,telefone
V001534,2023-12-03 16:31:00,CLI0096,VEN02,21410.18,552.93,concluida,telefone
V001535,2023-12-03 18:30:00,CLI0102,VEN03,3145.75,0.0,concluida,balcao
V001536,2023-12-05 13:08:00,CLI0016,VEN01,10710.07,538.85,concluida,balcao
V001537,2023-12-05 08:32:00,CLI0029,VEN02,2769.01,0.0,concluida,balcao
V001538,2023-12-05 12:33:00,CLI0111,VEN02,1960.53,10.99,concluida,balcao
V001539,2023-12-06 14:45:00,CLI0069,VEN04,1057.19,0.0,concluida,balcao
V001540,2023-12-06 10:40:00,CLI0117,VEN03,21873.71,1633.59,concluida,balcao
V001541,2023-12-07 15:59:00,CLI0085,VEN02,164.2,0.0,concluida,balcao
V001542,2023-12-07 10:03:00,CLI0127,VEN02,452.57,8.46,concluida,balcao
V001543,2023-12-08 15:12:00,CLI0020,VEN04,2041.92,0.0,concluida,telefone
V001544,2023-12-08 18:53:00,CLI0098,VEN03,363.53,4.36,concluida,telefone
V001545,2023-12-08 18:56:00,CLI0115,VEN02,6947.9,70.18,concluida,balcao
V001546,2023-12-08 13:09:00,CLI0117,VEN04,6119.04,110.57,concluida,balcao
V001547,2023-12-09 07:45:00,CLI0074,VEN03,60.51,0.0,concluida,balcao
V001548,2023-12-09 08:21:00,CLI0103,VEN04,24287.12,587.93,concluida,balcao
V001549,2023-12-10 09:53:00,CLI0081,VEN03,15025.65,362.86,concluida,telefone
V001550,2023-12-10 10:05:00,CLI0142,VEN03,1106.18,0.0,concluida,balcao
V001551,2023-12-11 16:11:00,CLI0085,VEN03,1586.92,1.08,concluida,balcao
V001552,2023-12-12 13:19:00,CLI0020,VEN03,24853.17,179.67,concluida,telefone
V001553,2023-12-12 10:52:00,CLI0023,VEN01,5765.51,187.29,concluida,balcao
V001554,2023-12-12 11:06:00,CLI0034,VEN01,648.95,5.34,concluida,balcao
V001555,2023-12-12 14:34:00,CLI0066,VEN02,76.24,0.0,concluida,telefone
V001556,2023-12-12 08:55:00,CLI0084,VEN03,10899.56,502.72,concluida,telefone
V001557,2023-12-12 18:07:00,CLI0141,VEN02,121.68,0.0,concluida,balcao
V001558,2023-12-13 16:15:00,CLI0042,VEN03,702.86,0.0,concluida,telefone
V001559,2023-12-13 12:58:00,CLI0048,VEN01,164.15,0.0,concluida,balcao
V001560,2023-12-13 09:56:00,CLI0105,VEN03,436.89,0.0,concluida,balcao
V001561,2023-12-13 07:20:00,CLI0129,VEN01,8898.05,58.96,concluida,telefone
V001562,2023-12-14 15:17:00,CLI0016,VEN04,18397.57,529.46,concluida,balcao
V001563,2023-12-14 17:58:00,CLI0053,VEN02,70.45,0.0,concluida,telefone
V001564,2023-12-14 15:39:00,CLI0084,VEN04,4976.8,302.08,concluida,balcao
V001565,2023-12-14 12:38:00,CLI0092,VEN01,9295.58,733.63,concluida,balcao
V001566,2023-12-14 15:22:00,CLI0093,VEN01,2285.25,0.0,concluida,balcao
V001567,2023-12-14 09:58:00,CLI0124,VEN03,89.8,0.0,concluida,balcao
V001568,2023-12-14 17:58:00,CLI0126,VEN01,4033.81,7.61,concluida,balcao
V001569,2023-12-15 07:08:00,CLI0023,VEN03,13746.88,198.0,concluida,balcao
V001570,2023-12-15 16:38:00,CLI0081,VEN01,25039.27,1612.31,concluida,balcao
V001571,2023-12-15 12:34:00,CLI0115,VEN01,16578.38,952.0,concluida,balcao
V001572,2023-12-15 10:05:00,CLI0130,VEN02,3882.97,161.07,concluida,balcao
V001573,2023-12-15 16:46:00,CLI0147,VEN03,6854.36,1.1,concluida,balcao
V001574,2023-12-16 17:03:00,CLI0115,VEN01,4412.42,42.12,concluida,telefone
V001575,2023-12-18 13:59:00,CLI0020,VEN03,2599.07,13.53,concluida,balcao
V001576,2023-12-18 08:27:00,CLI0025,VEN01,445.19,0.0,concluida,balcao
V001577,2023-12-18 07:20:00,CLI0075,VEN04,1832.07,0.0,concluida,balcao
V001578,2023-12-18 16:57:00,CLI0084,VEN02,7090.81,123.84,concluida,balcao
V001579,2023-12-19 18:50:00,CLI0009,VEN02,160.02,0.0,concluida,balcao
V001580,2023-12-19 09:18:00,CLI0067,VEN03,12454.0,591.28,concluida,balcao
V001581,2023-12-19 09:59:00,CLI0109,VEN03,799.42,0.0,concluida,balcao
V001582,2023-12-19 17:48:00,CLI0140,VEN03,609.94,0.0,concluida,balcao
V001583,2023-12-20 12:28:00,CLI0020,VEN03,8249.32,498.86,concluida,telefone
V001584,2023-12-20 08:18:00,CLI0033,VEN03,635.03,0.0,concluida,balcao
V001585,2023-12-20 17:54:00,CLI0036,VEN03,176.04,2.12,concluida,telefone
V001586,2023-12-20 14:53:00,CLI0064,VEN02,1410.2,3.54,concluida,balcao
V001587,2023-12-20 16:24:00,CLI0077,VEN04,215.22,0.0,concluida,balcao
V001588,2023-12-20 09:56:00,CLI0097,VEN03,215.0,0.0,concluida,telefone
V001589,2023-12-20 09:26:00,CLI0109,VEN03,1546.86,0.0,concluida,telefone
V001590,2023-12-21 09:22:00,CLI0021,VEN01,170.76,0.0,concluida,balcao
V001591,2023-12-21 14:36:00,CLI0040,VEN03,1038.31,0.0,concluida,telefone
V001592,2023-12-21 08:16:00,CLI0042,VEN03,942.9,39.36,concluida,balcao
V001593,2023-12-21 09:23:00,CLI0123,VEN01,372.8,0.0,concluida,balcao
V001594,2023-12-21 18:46:00,CLI0134,VEN02,909.32,1.88,concluida,balcao
V001595,2023-12-22 07:01:00,CLI0084,VEN04,4666.7,264.34,concluida,balcao
V001596,2023-12-23 08:38:00,CLI0023,VEN04,3621.34,137.59,concluida,balcao
V001597,2023-12-23 13:12:00,CLI0096,VEN03,7640.64,334.89,concluida,balcao
V001598,2023-12-23 15:46:00,CLI0115,VEN04,1812.04,0.0,concluida,balcao
V001599,2023-12-23 13:48:00,CLI0129,VEN03,25988.39,1304.39,concluida,telefone
V001600,2023-12-25 17:11:00,CLI0023,VEN01,4685.37,28.35,concluida,balcao
V001601,2023-12-25 11:51:00,CLI0067,VEN04,6839.75,269.81,concluida,balcao
V001602,2023-12-25 11:02:00,CLI0081,VEN01,4090.75,91.05,concluida,telefone
V001603,2023-12-25 15:00:00,CLI0110,VEN04,1103.3,0.0,concluida,balcao
V001604,2023-12-26 16:29:00,CLI0002,VEN04,32.91,0.0,concluida,balcao
V001605,2023-12-27 11:15:00,CLI0096,VEN04,13350.49,637.96,concluida,telefone
V001606,2023-12-27 10:12:00,CLI0101,VEN01,43.25,0.0,concluida,balcao
V001607,2023-12-27 12:18:00,CLI0115,VEN04,20704.93,1156.18,concluida,telefone
V001608,2023-12-28 18:47:00,CLI0015,VEN04,2308.19,0.0,concluida,balcao
V001609,2023-12-28 15:23:00,CLI0049,VEN02,708.73,6.69,concluida,balcao
V001610,2023-12-28 18:01:00,CLI0084,VEN04,11396.11,392.57,concluida,balcao
V001611,2023-12-28 11:25:00,CLI0092,VEN03,14393.41,707.06,concluida,telefone
V001612,2023-12-28 14:01:00,CLI0103,VEN04,16591.53,208.17,concluida,balcao
V001613,2023-12-29 16:45:00,CLI0041,VEN02,675.34,0.0,concluida,balcao
V001614,2023-12-29 11:17:00,CLI0092,VEN03,8411.15,37.48,concluida,balcao
V001615,2023-12-29 07:47:00,CLI0110,VEN01,1506.55,23.72,concluida,telefone
V001616,2023-12-29 16:43:00,CLI0130,VEN04,10569.71,615.51,concluida,telefone
V001617,2023-12-29 14:26:00,CLI0139,VEN04,970.76,0.0,concluida,balcao
V001618,2023-12-30 13:54:00,CLI0040,VEN01,1040.54,0.0,concluida,balcao
V001619,2024-01-01 08:13:00,CLI0115,VEN04,13497.55,93.74,concluida,balcao
V001620,2024-01-01 11:54:00,CLI0126,VEN01,1951.44,33.16,concluida,balcao
V001621,2024-01-01 12:13:00,CLI0129,VEN03,11347.53,152.21,concluida,balcao
V001622,2024-01-02 18:57:00,CLI0092,VEN04,3593.15,97.3,concluida,balcao
V001623,2024-01-03 13:11:00,CLI0034,VEN02,523.3,0.0,concluida,telefone
V001624,2024-01-03 16:00:00,CLI0099,VEN04,120.67,0.0,concluida,balcao
V001625,2024-01-03 09:25:00,CLI0117,VEN02,15876.5,433.07,concluida,balcao
V001626,2024-01-03 12:18:00,CLI0127,VEN02,2780.95,14.03,concluida,balcao
V001627,2024-01-04 08:33:00,CLI0020,VEN01,25813.55,644.02,concluida,telefone
V001628,2024-01-04 10:00:00,CLI0090,VEN01,5152.28,0.0,concluida,balcao
V001629,2024-01-04 13:04:00,CLI0108,VEN01,270.24,0.0,concluida,balcao
V001630,2024-01-04 10:10:00,CLI0117,VEN01,8588.12,309.34,concluida,balcao
V001631,2024-01-05 09:36:00,CLI0023,VEN02,13894.86,859.66,concluida,balcao
V001632,2024-01-05 07:40:00,CLI0046,VEN03,3259.85,33.49,concluida,balcao
V001633,2024-01-05 07:48:00,CLI0080,VEN04,3017.82,0.0,concluida,balcao
V001634,2024-01-06 10:52:00,CLI0024,VEN01,380.28,0.0,concluida,balcao
V001635,2024-01-06 18:15:00,CLI0043,VEN03,387.25,0.0,concluida,telefone
V001636,2024-01-07 11:02:00,CLI0144,VEN01,137.0,0.0,concluida,balcao
V001637,2024-01-08 09:26:00,CLI0041,VEN04,820.05,0.0,concluida,balcao
V001638,2024-01-08 09:41:00,CLI0093,VEN03,668.93,14.31,concluida,balcao
V001639,2024-01-08 10:02:00,CLI0099,VEN03,49.88,0.0,concluida,telefone
V001640,2024-01-08 15:26:00,CLI0122,VEN02,5.95,0.0,concluida,balcao
V001641,2024-01-08 15:31:00,CLI0149,VEN02,10862.2,932.81,concluida,balcao
V001642,2024-01-09 09:09:00,CLI0015,VEN01,948.09,23.69,concluida,balcao
V001643,2024-01-09 08:22:00,CLI0089,VEN02,114.6,0.0,concluida,balcao
V001644,2024-01-09 11:50:00,CLI0092,VEN02,3025.73,101.94,concluida,balcao
V001645,2024-01-10 18:17:00,CLI0015,VEN04,1667.95,5.46,concluida,balcao
V001646,2024-01-10 10:00:00,CLI0040,VEN02,2992.31,0.0,concluida,balcao
V001647,2024-01-10 10:49:00,CLI0055,VEN02,141.25,0.0,concluida,telefone
V001648,2024-01-10 07:51:00,CLI0071,VEN03,5140.07,392.44,concluida,balcao
V001649,2024-01-10 07:47:00,CLI0075,VEN04,1259.44,0.0,concluida,balcao
V001650,2024-01-10 13:29:00,CLI0102,VEN04,1948.45,0.0,concluida,balcao
V001651,2024-01-10 15:00:00,CLI0129,VEN02,7704.78,63.34,concluida,balcao
V001652,2024-01-11 09:28:00,CLI0016,VEN02,5513.44,248.0,concluida,telefone
V001653,2024-01-11 12:01:00,CLI0027,VEN01,24.14,0.0,concluida,telefone
V001654,2024-01-11 16:28:00,CLI0117,VEN02,8035.4,285.29,concluida,balcao
V001655,2024-01-12 15:46:00,CLI0013,VEN02,488.64,0.0,concluida,balcao
V001656,2024-01-12 15:09:00,CLI0056,VEN04,156.52,0.0,concluida,telefone
V001657,2024-01-12 11:36:00,CLI0134,VEN03,1570.77,0.0,concluida,balcao
V001658,2024-01-12 09:37:00,CLI0147,VEN04,9796.69,181.89,concluida,balcao
V001659,2024-01-13 08:53:00,CLI0015,VEN03,480.44,1.71,concluida,balcao
V001660,2024-01-13 09:19:00,CLI0040,VEN02,1404.86,17.44,concluida,balcao
V001661,2024-01-13 09:53:00,CLI0067,VEN03,2720.69,157.06,concluida,balcao
V001662,2024-01-13 11:27:00,CLI0079,VEN02,1545.26,0.0,concluida,telefone
V001663,2024-01-16 10:56:00,CLI0006,VEN03,13631.76,75.2,concluida,balcao
V001664,2024-01-16 08:06:00,CLI0028,VEN02,2586.18,12.59,concluida,balcao
V001665,2024-01-16 07:57:00,CLI0073,VEN04,1251.02,0.0,concluida,telefone
V001666,2024-01-16 08:41:00,CLI0084,VEN03,9746.07,336.53,concluida,telefone
V001667,2024-01-16 12:56:00,CLI0090,VEN02,288.96,0.0,concluida,telefone
V001668,2024-01-17 17:24:00,CLI0099,VEN04,346.12,0.0,concluida,telefone
V001669,2024-01-17 08:55:00,CLI0115,VEN02,13983.85,673.24,concluida,balcao
V001670,2024-01-18 16:21:00,CLI0016,VEN04,3171.35,130.98,concluida,balcao
V001671,2024-01-18 12:29:00,CLI0071,VEN03,9054.84,404.12,concluida,balcao
V001672,2024-01-18 14:17:00,CLI0096,VEN02,13251.88,0.0,concluida,balcao
V001673,2024-01-18 07:35:00,CLI0108,VEN01,1498.26,1.04,concluida,balcao
V001674,2024-01-18 09:19:00,CLI0109,VEN04,1301.85,0.0,concluida,balcao
V001675,2024-01-18 17:03:00,CLI0126,VEN04,765.81,5.57,concluida,balcao
V001676,2024-01-19 18:29:00,CLI0067,VEN04,23526.85,662.71,concluida,balcao
V001677,2024-01-19 18:34:00,CLI0092,VEN02,5675.79,501.95,concluida,balcao
V001678,2024-01-20 15:50:00,CLI0016,VEN03,11675.22,1036.96,concluida,balcao
V001679,2024-01-20 15:13:00,CLI0143,VEN03,536.27,0.0,concluida,balcao
V001680,2024-01-22 16:18:00,CLI0067,VEN03,3293.32,0.0,concluida,balcao
V001681,2024-01-22 07:29:00,CLI0096,VEN01,5609.07,116.9,concluida,balcao
V001682,2024-01-22 10:39:00,CLI0100,VEN01,688.1,0.0,concluida,balcao
V001683,2024-01-22 09:15:00,CLI0120,VEN03,394.68,5.92,concluida,balcao
V001684,2024-01-23 11:48:00,CLI0007,VEN04,211.87,0.0,concluida,balcao
V001685,2024-01-23 13:02:00,CLI0049,VEN04,185.84,0.0,concluida,telefone
V001686,2024-01-23 07:51:00,CLI0103,VEN01,12535.66,122.22,concluida,balcao
V001687,2024-01-24 17:46:00,CLI0096,VEN03,4000.05,76.34,concluida,balcao
V001688,2024-01-24 12:07:00,CLI0110,VEN01,1702.39,0.0,concluida,balcao
V001689,2024-01-25 08:44:00,CLI0013,VEN03,737.18,0.0,concluida,balcao
V001690,2024-01-25 08:32:00,CLI0054,VEN02,70.74,0.0,concluida,balcao
V001691,2024-01-25 18:50:00,CLI0129,VEN04,3487.69,58.96,concluida,balcao
V001692,2024-01-26 17:47:00,CLI0007,VEN01,591.4,2.2,concluida,balcao
V001693,2024-01-26 16:26:00,CLI0016,VEN01,3582.58,0.0,concluida,balcao
V001694,2024-01-26 09:55:00,CLI0071,VEN02,1748.9,0.0,concluida,balcao
V001695,2024-01-26 12:02:00,CLI0115,VEN04,5888.32,233.14,concluida,telefone
V001696,2024-01-26 12:22:00,CLI0129,VEN03,24821.55,752.95,concluida,balcao
V001697,2024-01-27 10:20:00,CLI0067,VEN03,22369.75,1138.45,concluida,balcao
V001698,2024-01-27 08:11:00,CLI0147,VEN02,18925.01,1391.17,concluida,balcao
V001699,2024-01-28 16:14:00,CLI0103,VEN01,21151.96,682.84,concluida,balcao
V001700,2024-01-30 07:37:00,CLI0003,VEN01,410.4,1.99,concluida,balcao
V001701,2024-01-30 16:55:00,CLI0019,VEN01,425.71,0.0,concluida,balcao
V001702,2024-01-30 15:56:00,CLI0067,VEN04,22621.57,704.83,concluida,balcao
V001703,2024-01-30 08:28:00,CLI0085,VEN01,4646.31,15.95,concluida,balcao
V001704,2024-01-31 17:10:00,CLI0028,VEN01,2820.41,0.0,concluida,balcao
V001705,2024-01-31 17:10:00,CLI0036,VEN04,3618.2,0.0,concluida,balcao
V001706,2024-01-31 12:55:00,CLI0040,VEN02,880.83,0.0,concluida,telefone
V001707,2024-01-31 17:16:00,CLI0096,VEN02,34539.14,1247.29,concluida,telefone
V001708,2024-01-31 17:42:00,CLI0115,VEN03,3202.18,71.35,concluida,telefone
V001709,2024-01-31 12:10:00,CLI0127,VEN01,829.27,0.0,concluida,telefone
V001710,2024-02-01 15:06:00,CLI0082,VEN01,190.56,0.0,concluida,balcao
V001711,2024-02-01 12:43:00,CLI0096,VEN04,22308.55,460.84,concluida,balcao
V001712,2024-02-01 11:19:00,CLI0120,VEN02,3134.65,0.0,concluida,balcao
V001713,2024-02-02 10:04:00,CLI0026,VEN01,202.07,1.57,concluida,balcao
V001714,2024-02-02 07:14:00,CLI0034,VEN03,54.0,0.0,concluida,telefone
V001715,2024-02-02 09:24:00,CLI0038,VEN04,1437.75,27.69,concluida,balcao
V001716,2024-02-02 16:28:00,CLI0102,VEN03,1774.67,0.0,concluida,balcao
V001717,2024-02-03 16:18:00,CLI0020,VEN02,6007.47,60.41,concluida,telefone
V001718,2024-02-03 07:07:00,CLI0034,VEN04,2056.0,9.68,concluida,telefone
V001719,2024-02-03 11:45:00,CLI0117,VEN03,10500.57,263.57,concluida,balcao
V001720,2024-02-04 17:23:00,CLI0078,VEN01,163.85,0.0,concluida,balcao
V001721,2024-02-04 12:54:00,CLI0142,VEN02,2940.83,16.92,concluida,balcao
V001722,2024-02-05 08:28:00,CLI0046,VEN01,2070.93,4.66,concluida,balcao
V001723,2024-02-05 09:43:00,CLI0112,VEN01,4199.98,87.31,concluida,telefone
V001724,2024-02-06 11:05:00,CLI0056,VEN04,394.54,0.0,concluida,balcao
V001725,2024-02-06 10:11:00,CLI0133,VEN04,3.87,0.0,concluida,balcao
V001726,2024-02-07 14:26:00,CLI0023,VEN04,9591.68,308.31,concluida,balcao
V001727,2024-02-07 11:09:00,CLI0059,VEN03,324.45,0.0,concluida,telefone
V001728,2024-02-07 13:26:00,CLI0081,VEN04,25619.55,842.87,concluida,balcao
V001729,2024-02-07 14:32:00,CLI0103,VEN01,34778.34,0.0,concluida,balcao
V001730,2024-02-07 09:11:00,CLI0105,VEN02,2676.38,0.0,concluida,telefone
V001731,2024-02-08 17:38:00,CLI0009,VEN03,482.81,0.0,concluida,balcao
V001732,2024-02-08 14:43:00,CLI0043,VEN01,744.1,0.0,concluida,balcao
V001733,2024-02-08 13:28:00,CLI0092,VEN04,4597.28,0.0,concluida,balcao
V001734,2024-02-08 15:48:00,CLI0113,VEN03,529.34,0.0,concluida,telefone
V001735,2024-02-09 10:26:00,CLI0067,VEN01,2633.46,132.36,concluida,balcao
V001736,2024-02-09 18:45:00,CLI0115,VEN01,7404.48,0.0,concluida,balcao
V001737,2024-02-10 18:05:00,CLI0029,VEN02,1907.17,0.0,concluida,balcao
V001738,2024-02-10 15:42:00,CLI0038,VEN02,749.18,0.0,concluida,telefone
V001739,2024-02-10 10:44:00,CLI0043,VEN02,647.26,0.0,concluida,balcao
V001740,2024-02-12 16:15:00,CLI0015,VEN01,324.35,5.23,concluida,telefone
V001741,2024-02-12 17:00:00,CLI0061,VEN02,64.94,0.0,concluida,balcao
V001742,2024-02-12 09:38:00,CLI0067,VEN04,13595.84,597.4,concluida,balcao
V001743,2024-02-12 18:36:00,CLI0081,VEN03,8096.35,316.19,concluida,telefone
V001744,2024-02-12 18:13:00,CLI0096,VEN04,7174.05,13.84,concluida,balcao
V001745,2024-02-13 07:03:00,CLI0038,VEN04,1227.69,2.66,concluida,balcao
V001746,2024-02-13 11:52:00,CLI0096,VEN02,2203.27,34.72,concluida,telefone
V001747,2024-02-13 08:49:00,CLI0103,VEN03,14636.89,122.55,concluida,balcao
V001748,2024-02-13 18:33:00,CLI0149,VEN03,5300.82,50.02,concluida,balcao
V001749,2024-02-14 08:52:00,CLI0054,VEN04,84.63,0.0,concluida,balcao
V001750,2024-02-14 11:29:00,CLI0057,VEN01,2435.19,0.0,concluida,balcao
V001751,2024-02-14 11:27:00,CLI0110,VEN03,1189.3,0.0,concluida,balcao
V001752,2024-02-16 15:56:00,CLI0090,VEN01,552.18,0.0,concluida,balcao
V001753,2024-02-16 12:12:00,CLI0110,VEN04,1719.49,0.0,concluida,balcao
V001754,2024-02-17 13:54:00,CLI0047,VEN02,256.13,0.0,concluida,telefone
V001755,2024-02-17 07:50:00,CLI0076,VEN02,199.82,0.0,concluida,balcao
V001756,2024-02-17 09:49:00,CLI0115,VEN03,18415.69,1015.69,concluida,balcao
V001757,2024-02-19 14:12:00,CLI0006,VEN03,15013.18,381.45,concluida,balcao
V001758,2024-02-19 07:01:00,CLI0077,VEN04,237.61,0.0,concluida,telefone
V001759,2024-02-19 13:25:00,CLI0081,VEN03,5251.15,308.73,concluida,balcao
V001760,2024-02-20 08:24:00,CLI0029,VEN04,439.73,0.0,concluida,telefone
V001761,2024-02-20 10:27:00,CLI0070,VEN04,387.44,0.0,concluida,balcao
V001762,2024-02-20 10:45:00,CLI0127,VEN02,972.97,0.0,concluida,telefone
V001763,2024-02-21 14:25:00,CLI0023,VEN01,5487.56,153.85,concluida,balcao
V001764,2024-02-21 07:05:00,CLI0029,VEN01,1025.82,0.0,concluida,balcao
V001765,2024-02-21 13:53:00,CLI0092,VEN01,30249.8,2017.98,concluida,balcao
V001766,2024-02-21 17:34:00,CLI0096,VEN02,5921.35,79.24,concluida,balcao
V001767,2024-02-21 18:37:00,CLI0109,VEN04,1705.36,0.0,concluida,balcao
V001768,2024-02-21 14:10:00,CLI0111,VEN02,2680.09,70.61,concluida,balcao
V001769,2024-02-21 12:01:00,CLI0128,VEN04,268.33,0.0,concluida,balcao
V001770,2024-02-21 14:21:00,CLI0147,VEN02,4516.67,0.0,concluida,balcao
V001771,2024-02-22 14:23:00,CLI0026,VEN03,389.7,0.0,concluida,balcao
V001772,2024-02-22 11:11:00,CLI0073,VEN02,1405.72,20.65,concluida,telefone
V001773,2024-02-22 13:08:00,CLI0105,VEN04,1063.67,15.84,concluida,balcao
V001774,2024-02-22 16:13:00,CLI0109,VEN01,1575.99,0.0,concluida,telefone
V001775,2024-02-22 10:48:00,CLI0149,VEN04,13850.53,554.52,concluida,balcao
V001776,2024-02-23 12:12:00,CLI0103,VEN01,25325.97,0.0,concluida,balcao
V001777,2024-02-23 17:47:00,CLI0117,VEN01,4689.53,313.67,concluida,telefone
V001778,2024-02-24 15:51:00,CLI0016,VEN01,24014.16,468.91,concluida,balcao
V001779,2024-02-24 10:50:00,CLI0112,VEN01,989.55,0.0,concluida,balcao
V001780,2024-02-26 17:04:00,CLI0110,VEN04,671.36,0.99,concluida,balcao
V001781,2024-02-27 07:20:00,CLI0007,VEN04,398.95,0.0,concluida,balcao
V001782,2024-02-27 08:37:00,CLI0064,VEN01,282.92,0.0,concluida,balcao
V001783,2024-02-27 16:13:00,CLI0096,VEN01,6378.74,154.72,concluida,balcao
V001784,2024-02-27 12:57:00,CLI0105,VEN01,1276.64,0.0,concluida,balcao
V001785,2024-02-27 15:06:00,CLI0123,VEN01,120.86,0.0,concluida,balcao
V001786,2024-02-27 09:02:00,CLI0149,VEN04,7099.12,7.47,concluida,telefone
V001787,2024-02-28 13:55:00,CLI0007,VEN01,2242.32,54.07,concluida,balcao
V001788,2024-02-28 13:32:00,CLI0016,VEN01,10482.95,123.91,concluida,balcao
V001789,2024-02-28 16:22:00,CLI0063,VEN03,478.38,0.0,concluida,balcao
V001790,2024-02-29 17:57:00,CLI0009,VEN03,1604.01,0.93,concluida,balcao
V001791,2024-02-29 12:38:00,CLI0032,VEN03,118.17,0.0,concluida,balcao
V001792,2024-03-01 10:49:00,CLI0073,VEN03,762.34,0.0,concluida,balcao
